epoch,train_loss,val_fidelity,val_tracedist
0,0.05415845103561878,0.9676358103752136,1.1824454069137573
1,0.03539847023785114,0.9674063324928284,1.2267745733261108
2,0.03362059034407139,0.9674366116523743,1.226352334022522
3,0.031552629545331,0.9674367904663086,1.2263505458831787
4,0.029130869545042515,0.967436671257019,1.2263531684875488
5,0.030626162886619568,0.967436671257019,1.2263540029525757
6,0.031373826786875725,0.967436671257019,1.2263538837432861
7,0.029068276286125183,0.967436671257019,1.2263541221618652
8,0.03150680661201477,0.967436671257019,1.2263541221618652
9,0.03046480193734169,0.967436671257019,1.2263538837432861
10,0.031350499019026756,0.967436671257019,1.2263541221618652
11,0.02953495178371668,0.967436671257019,1.2263541221618652
12,0.03286814130842686,0.967436671257019,1.2263542413711548
13,0.031206917017698288,0.967436671257019,1.2263542413711548
14,0.031882873736321926,0.967436671257019,1.2263541221618652
15,0.031071762554347515,0.967436671257019,1.2263540029525757
16,0.03270721063017845,0.967436671257019,1.226353645324707
17,0.031112251803278923,0.9674366116523743,1.2263528108596802
18,0.03219567704945803,0.9674366116523743,1.2263503074645996
19,0.033207264728844166,0.9674365520477295,1.226341962814331
20,0.0349429901689291,0.9674355387687683,1.2262940406799316
21,0.032757099717855453,0.9671919345855713,1.2271541357040405
22,0.03186888247728348,0.9674367904663086,1.2262442111968994
23,0.030436210334300995,0.967436671257019,1.2263541221618652
24,0.029873937368392944,0.967436671257019,1.2263544797897339
25,0.03082616627216339,0.967436671257019,1.2263543605804443
26,0.030608104541897774,0.967436671257019,1.2263543605804443
27,0.03140087239444256,0.967436671257019,1.2263543605804443
28,0.030335758812725544,0.967436671257019,1.2263543605804443
29,0.03174557350575924,0.967436671257019,1.2263543605804443
30,0.03200867399573326,0.967436671257019,1.2263543605804443
31,0.03032947052270174,0.967436671257019,1.2263543605804443
32,0.032182847149670124,0.967436671257019,1.2263543605804443
33,0.030329794622957706,0.967436671257019,1.2263543605804443
34,0.03139636851847172,0.967436671257019,1.2263543605804443
35,0.03000413253903389,0.967436671257019,1.2263543605804443
36,0.032346487045288086,0.967436671257019,1.2263543605804443
37,0.030279336497187614,0.967436671257019,1.2263543605804443
38,0.029316965490579605,0.967436671257019,1.2263543605804443
39,0.029429706744849682,0.967436671257019,1.2263543605804443
40,0.032977886497974396,0.967436671257019,1.2263543605804443
41,0.03231212869286537,0.967436671257019,1.2263543605804443
42,0.03127042669802904,0.967436671257019,1.2263543605804443
43,0.03172276355326176,0.967436671257019,1.2263543605804443
44,0.03257242403924465,0.967436671257019,1.2263543605804443
45,0.03115163743495941,0.967436671257019,1.2263543605804443
46,0.030964024364948273,0.967436671257019,1.2263543605804443
47,0.03189722541719675,0.967436671257019,1.2263543605804443
48,0.0310763381421566,0.967436671257019,1.2263543605804443
49,0.02997051179409027,0.967436671257019,1.2263543605804443
